kozterulet;hosszusag;szelesseg;funkcio
Síp utca;3,6;3,4;gardrób
Salétrom utca;2;2,8;fürdőszoba
Kormorán utca;2,6;5,7;konyha
Ludányi Antal utca;3,2;2,2;mosókonyha
Hegyköz utca;2,4;3;fürdőszoba
Csemete utca;2,3;3,7;háló
Odú utca;2,4;1,8;erkély
Kokárda utca;1,3;1,5;erkély
Küküllő utca;5,7;5,9;nappali
Otthon utca;2,5;4;háló
Gyimesi utca;5,7;6,7;nappali
Szoboszlói út;3,8;3,2;háló
Monostorerdő köz;2,6;2,5;háló
Nyugati sor;2,3;2,5;erkély
Daru utca;3,6;3,2;háló
Kálmos utca;2,3;1,9;erkély
Küküllő utca;2,4;3,8;dolgozószoba
Füzes utca;5,8;4,2;konyha
Nárcisz utca;6;5,7;nappali
Nagykőporos út;2,7;3,8;kamra
Gyékényesi út;2,9;2,5;terasz
Káka utca;1,8;1,6;gardrób
Só utca;0,9;0,9;kamra
Vályogos utca;3,3;3,9;háló
Tigér utca;4,2;4,4;háló
Pincés utca;3,7;4,6;nappali
Pincés utca;3;2,3;háló
Csíz utca;1,1;2,5;erkély
Kis-Tisza utca;1,9;1,9;kamra
Vándor köz;4,5;4,3;háló
Vándor köz;2,9;2,6;háló
Gyékényesi út;1,8;1,1;WC
Nyitra utca;3,7;4,7;konyha
Gomba utca;3,1;3,1;kamra
Közép fasor;2,4;2,1;háló
Lámpás utca;0,9;0,9;kamra
Küküllő utca;4,6;2,7;háló
Ipartelepi köz;2,3;2,2;erkély
Vadrózsa sor;3,4;3,9;mosókonyha
Ipar dűlő;3,1;3,4;konyha
Telep utca;2,7;3,4;háló
Szikigyakor utca;4,2;3,7;nappali
Kormorán utca;2,6;3,7;háló
Kisfenyves utca;1,3;1,5;WC
Balzsamfű utca;3,4;3,1;fürdőszoba
Cser utca;2,9;3,4;fürdőszoba
Pécsi út;3,7;2,7;háló
Kapisztrán út;3,2;2,9;dolgozószoba
Rozmaring utca;2,1;3,6;gardrób
Füzes utca;2,9;2;kamra
Hegyköz utca;2;1,6;gardrób
Széperdő utca;4,7;5,2;nappali
Bán utca;3,6;2,6;háló
Tanbánya út;5,4;5,2;nappali
Káka utca;4,6;4;konyha
Búcsú sor;1,5;1,1;WC
Szikigyakor utca;3,6;2,2;fürdőszoba
Barackos utca;2,7;3,5;háló
Tócópart utca;3,3;4,8;háló
Úszó utca;2,8;2,2;fürdőszoba
Lechner tér;4;4,2;háló
Hasító utca;2,5;3,5;háló
Harkály utca;3,2;2,6;háló
Vértanú utca;3,2;4,2;fürdőszoba
Ostoros utca;1,7;1,6;WC
Lévai Béla utca;3;4,8;konyha
Szepesi utca;2,5;3;dolgozószoba
Pihenő utca;2,9;3,9;dolgozószoba
Szikra utca;2,4;2,5;gardrób
Nagybotos utca;3,9;2,4;fürdőszoba
Szikes utca;3,4;4,3;háló
Vadkörte utca;2,6;3;háló
Nagy-Eged utca;3,2;3,5;fürdőszoba
Veresgyűrű utca;1,5;1,1;WC
Öreghegy utca;2,3;2,6;fürdőszoba
Balzsamfű utca;2,9;4,5;háló
Ősz utca;2,2;2,3;fürdőszoba
Orgona sor;3,4;4,3;háló
Csörsz utca;3,4;2,4;háló
Toldás köz;3;2,2;kamra
Zsurló utca;3;2,6;dolgozószoba
Éger utca;2,3;4,9;fürdőszoba
Hajnalcsillag utca;3,1;3,7;háló
Hatház utca;3,1;3,5;háló
Olasz utca;2,9;2,1;háló
Mata János utca;5,2;5;konyha
Pitypang utca;6,7;6,5;nappali
Bóbita utca;2,7;2;háló
Ujjaskosbor utca;3,9;2,8;konyha
Kis-Tisza utca;1,1;1,4;WC
Vajdahunyad utca;3;2,7;háló
Vásártér sor;3,1;4,1;háló
Kisfenyves utca;1,8;1,5;WC
Kút utca;2,6;2,7;háló
Debreceni út;3,4;2;konyha
Hámfa utca;2,4;2,3;fürdőszoba
Vadkerti tér;3,7;3,9;háló
Cserép köz;2,4;3,4;dolgozószoba
Vízimolnár utca;2,9;3,8;fürdőszoba
Almafa utca;2,9;4;fürdőszoba
Öreghegyi utca;3,2;4;háló
Kartács utca;4,5;6;nappali
Vaskapu utca;4,2;2,3;háló
Tomori Pál utca;5,9;2;konyha
Szilágyság utca;0,9;1;kamra
Bondorhát utca;2,1;2,3;erkély
Szövetkezeti út;3,1;3,1;háló
Kondorosiér út;2,4;2,4;fürdőszoba
Nagyecsed utca;2,6;4,5;háló
Bánk bán utca;2,1;3,3;háló
Liliomkert utca;6,3;6,6;nappali
Akácfa utca;2,5;3,2;fürdőszoba
Malvin utca;3,2;3,9;fürdőszoba
Báthori utca;4,4;3,1;konyha
Barcaság utca;3;5;háló
Ludányi Antal utca;1,3;1,4;WC
Szikigyakor utca;1,9;2;kamra
Marostorok utca;3,4;4,2;háló
Körtöltés utca;2,8;3;fürdőszoba
Felvégi utca;2,6;2,1;háló
Körmöcbányai utca;2;4;háló
Fonógyári út;2,5;3,7;háló
Vaszy Viktor tér;1,3;1,2;WC
Ezüst utca;4,2;4,3;nappali
Ifjúság útja;1,8;2,5;erkély
Pisztácia utca;2,8;3,5;háló
Bokros utca;3,6;3,4;háló
Bondorhát utca;3;2,2;konyha
Herke utca;2,4;4;konyha
Szövetkezeti út;4;5,9;nappali
Herke utca;2,6;3;dolgozószoba
Kapisztrán út;3,3;2,9;háló
Rétikanyar utca;1,5;1,8;erkély
Bacsó Béla utca;2,1;4,1;háló
Szérűskert utca;2,3;2,7;erkély
Nagyszántó utca;2,5;3,1;kamra
Csöndes utca;4;3,4;konyha
Balzsamfű utca;2,8;3,5;mosókonyha
Felhő utca;4,8;4,9;nappali
Kastély köz;3,4;2,4;dolgozószoba
Józsakert utca;1,1;1,2;kamra
Sziget utca;7;4,8;nappali
Parittya utca;2,4;3,5;mosókonyha
Bacsó Béla utca;4,1;4;háló
Vértanú utca;4,3;5,7;nappali
Balzsamfű utca;3,9;2,1;gardrób
Tisza utca;2,1;2,1;fürdőszoba
Vadmálna utca;4,3;4,8;háló
Telep utca;2,4;2,4;gardrób
Szikigyakor utca;4,3;2,1;háló
Bodomi út;2,7;2,5;fürdőszoba
Krisztina utca;3,3;3;fürdőszoba
Vályogos utca;3,6;4;háló
Malajdok út;2,4;3,7;háló
Sarlófű utca;3;3,2;konyha
Küküllői utca;2,8;3,6;háló
Pápai utca;1,7;1,7;erkély
Gomba utca;4,2;6,5;nappali
Gorkij utca;2,3;3,8;kamra
Nagyrét utca;4,6;3,6;nappali
Határőr utca;2,8;4,1;háló
Ungvár utca;3,2;2,3;gardrób
Tündérhegy utca;3,6;2,8;háló
Szentmihályteleki utca;3,5;2,1;háló
Felhő utca;1,9;1,1;kamra
Zólyom utca;0,9;0,8;kamra
Nárcisz köz;4,5;2,8;fürdőszoba
Küküllő utca;2,9;2,9;erkély
Cser utca;1,8;2,3;gardrób
Palóc utca;5,5;6,3;nappali
Sajtoló utca;2,3;2,1;konyha
Fekete István utca;2,9;2,3;fürdőszoba
Gyékényesi út;5,8;5,5;nappali
Újhelyi köz;4,4;2,9;fürdőszoba
Galagonya utca;2,6;3,3;terasz
Kece utca;3;2,1;terasz
Bodrog utca;4,1;3,8;konyha
Balzsamfű utca;4,5;3;háló
Pasztinák köz;5,5;4;nappali
Hasító utca;1,3;1,9;erkély
Vágóhíd utca;4,1;3,3;háló
Basahíd utca;2,5;3,3;dolgozószoba
Trinitárius utca;4,9;6,9;nappali
Trencsén utca;1,2;1,1;WC
Lóding utca;2,7;2,1;háló
Bartók Béla út;4;3;dolgozószoba
Pinty utca;2,8;3,2;kamra
Papzug utca;3,6;2,7;fürdőszoba
Ezüstnyár utca;2,8;3,4;háló
Pemetefű utca;2;4,2;háló
Páfrány utca;2,3;2,7;fürdőszoba
Fokos utca;1,1;1,2;WC
Barna utca;5;5;nappali
Tisza utca;2,5;2,6;fürdőszoba
Kadét utca;2,9;4;konyha
Cserfa utca;3;4,9;konyha
Kormorán utca;3,1;2,3;konyha
Kondorosiér út;2;3,1;konyha
Nyárád utca;1,8;1,1;WC
Krisztina utca;3,4;2,3;háló
Dinnyés utca;3,3;3,7;fürdőszoba
Pemetefű utca;3,7;2,3;háló
Agyagos utca;1,6;1,7;kamra
Ostoros utca;4,4;3,7;háló
Vető utca;2,9;4,2;konyha
Föld utca;3,4;2,2;kamra
Cserfa utca;4,8;4,4;fürdőszoba
Függetlenség utca;2,8;2,9;konyha
Harcsa utca;4,3;2,5;konyha
Rézvirág utca;2,6;4,1;háló
Zöldmező utca;3,1;3,3;gardrób
Dévai utca;3,1;2,2;konyha
Katicavirág utca;4,7;4,9;háló
Bondorhát utca;4,2;4;nappali
Hajlat utca;3;2,7;kamra
Oltványi utca;3,4;3;terasz
Fenyőmag utca;3,2;3,4;kamra
Malajdok út;2,3;2,1;fürdőszoba
Kölcsey Ferenc tér;4,3;4,4;nappali
Tóth Árpád utca;4,7;4,5;konyha
Szikigyakor utca;2,1;2,2;háló
Kút utca;4;2,4;háló
Aranypohár dűlő;2,1;2,9;fürdőszoba
Nagybotos utca;4,2;4,1;nappali
Szövetkezeti út;3,9;2,4;háló
Gábor Áron utca;3,9;3,8;háló
Szentiváni dűlő;3,3;4,6;háló
Iszalag út;2,6;2,5;dolgozószoba
Föltámadás utca;3;1,4;erkély
Téglagyár utca;1;1,4;WC
Tas utca;1,9;1,7;erkély
Szalmafonó utca;3,7;3;háló
Harcsa utca;4,4;3;háló
Mák utca;2,4;2,5;fürdőszoba
Barátság utca;2,7;2,9;háló
Remenyik Zsigmond utca;2,4;3,2;háló
Csíkhal utca;3,8;2,7;fürdőszoba
Nagybotos utca;5,3;5,6;nappali
Kokárda utca;3,9;2,5;háló
Szepesi utca;3,4;3;fürdőszoba
Salétrom utca;3,5;2,4;háló
Pinty utca;2,5;4,2;háló
Ág utca;5,6;6,8;nappali
Cinke utca;2,3;2,6;fürdőszoba
Honvéd utca;2,2;1,4;erkély
Kis-Tisza utca;2,3;2,4;háló
Vásárhelyi Pál utca;2,7;2;fürdőszoba
Százados utca;4,6;3;háló
Széna tér;2,5;3,4;fürdőszoba
Sajtoló utca;2,8;3,3;háló
Ostoros utca;1,7;1;WC
Vécsey utca;3,1;1,5;kamra
Piac utca;2,7;3,5;háló
Ostoros utca;4;3,9;fürdőszoba
Pacikert utca;2,5;2,8;háló
Lóverseny utca;3,7;3;terasz
Maklári út;3,9;4,3;nappali
Szilvásújfalvi utca;4,3;3,8;fürdőszoba
Sajó utca;3;1,5;kamra
Szarvas tér;1,9;2;WC
Nyugati sor;4,2;6,3;nappali
Széperdő utca;4,2;2,4;háló
Bárány utca;4,3;3,9;háló
Hattyú utca;2,8;2,2;háló
Szikra utca;3,6;5,6;nappali
Fehérpart utca;6,5;6,3;nappali
Bornemissza utca;3,3;3,7;háló
Zsák utca;3,8;2,3;háló
Szercsika utca;2,6;2,1;fürdőszoba
Bornemissza utca;6,7;6,8;nappali
Vöcsök utca;2,6;2,6;háló
Dohánykert utca;3,8;2,1;fürdőszoba
Fehérpart utca;1,4;1,9;WC
Nagy Jenő utca;4,3;3,6;háló
Kosbor köz;4,9;3,9;nappali
Péczely utca;0,9;0,9;kamra
Lehel utca;4,9;4,3;konyha
Hajlat utca;6,5;4,9;nappali
Sarlófű utca;4,5;3,1;konyha
Fehérpart utca;1,2;1;WC
Pesti utca;2,8;3,8;mosókonyha
Csákósor utca;2,2;2,9;háló
Töviskes utca;0,9;0,8;kamra
Károli Gáspár utca;4;3,9;háló
Ludányi Antal utca;2,6;4,2;háló
Közép fasor;3,6;4,3;nappali
Hell Miksa utca;1,5;1,1;WC
Nagyecsed utca;2,7;2,5;fürdőszoba
Major utca;2,2;4,7;konyha
Méhkas utca;2,7;2,2;fürdőszoba
Nagy Jenő utca;2,4;3,1;konyha
Ezüstnyár utca;0,8;1;kamra
Bazsarózsa utca;2,1;3,8;háló
Harasztos köz;4,3;3,1;konyha
Bartók Béla út;1,4;1,4;kamra
Fonógyári út;3,5;3,5;fürdőszoba
Perczel Mór utca;3;2,9;fürdőszoba
Arany Sándor utca;3,2;3,2;háló
Gombvirág utca;2,9;4,3;háló
Szék utca;2,8;3;fürdőszoba
Balaton utca;1,5;2,3;erkély
Tomori Pál utca;2,8;2;erkély
Trinitárius utca;2,7;2,5;fürdőszoba
Kölcsey Ferenc tér;1,1;1,3;WC
Törökverő utca;4,1;3;háló
Majdáni sor;2,2;2,4;gardrób
Pancsovai utca;2,7;2,8;háló
Cifrakapu utca;3;2,3;erkély
Zsák utca;2;2,4;erkély
Harcos sor;2,7;3,4;mosókonyha
Kolónia utca;4,3;4;nappali
József Attila sugárút;3,5;2,2;dolgozószoba
Úszó utca;4;3,5;háló
Nyárád utca;3,6;4;fürdőszoba
Bondorhát utca;2,1;2;konyha
Bethlen Gábor utca;2,7;2,4;konyha
Cinege utca;3,6;4;háló
Pelyva utca;0,8;0,9;kamra
Palicsi utca;4,1;3,6;háló
Hatvan utca;5;6,9;nappali
Jávorka utca;3,7;3,7;dolgozószoba
Vadszőlő utca;1,9;1,3;erkély
Völgyérhát utca;4,1;3,6;háló
Knézich Károly utca;2,5;2,8;dolgozószoba
Vág utca;4,4;3,7;fürdőszoba
Nyugati sor;6;6;konyha
Rózsamajor köz;3,7;3,7;háló
Kacagány utca;4;2,7;háló
Fokos utca;4;2,5;konyha
Hasító utca;3;2,5;háló
Hatvan utca;4,7;4,9;háló
Szentiváni dűlő;2,4;3,5;mosókonyha
Debreceni út;1;0,8;kamra
Lakatgyár utca;2,6;2,2;fürdőszoba
Balaton utca;3,5;3,9;konyha
Gyulafehérvári utca;2,6;2,8;erkély
Füzes utca;3,2;3,2;háló
Bondorhát utca;3,7;2,5;háló
Sarlófű utca;2,5;2,7;erkély
Cser utca;3,9;3,7;nappali
Ókút utca;1;1;kamra
Debreceni út;2,4;2,4;fürdőszoba
Piac utca;2,7;2,8;háló
Pesti utca;3;2,3;erkély
Kékszőlő utca;2,7;2,1;háló
Benczúr Gyula utca;3,7;3,4;mosókonyha
Dolgos utca;2,5;1,9;gardrób
Sajtoló utca;2,4;2,6;fürdőszoba
Pinty utca;4;3;kamra
Kisbánya utca;1,9;2,1;gardrób
Herke utca;0,9;1;kamra
Zsindely utca;3,5;3,6;dolgozószoba
Knézich Károly utca;3,2;3;fürdőszoba
Csutorás utca;1,2;1,4;WC
Kond utca;1,1;1,2;WC
Szentmihályteleki utca;1,2;1,1;WC
Knézich Károly utca;3,7;4;fürdőszoba
Tábornok utca;1,1;1,1;WC
Vadrózsa sor;4,5;2,9;konyha
Magház utca;5,2;5,8;nappali
Jázmin utca;2,5;2,2;fürdőszoba
Hajlat utca;3,7;3;gardrób
Zsák utca;3;3,9;háló
Nagyfekete út;3,8;2,9;fürdőszoba
Kolónia utca;1,3;1,8;kamra
Nyilassy utca;3,8;4,2;háló
Orgona sor;3,5;3,8;háló
Almagyar köz;4,4;3,5;háló
Lámpás utca;3,2;3,3;háló
Szitakötő utca;3,7;2,3;dolgozószoba
Síntelep utca;2;3,3;háló
Széna tér;2,2;2,3;háló
Pék utca;1,9;1;erkély
Csertő utca;3,2;3,1;fürdőszoba
Csíkhal utca;3,1;2,7;háló
Zárda utca;2,8;3;dolgozószoba
Baross Gábor utca;1,5;1,7;kamra
Pille utca;2,1;1,7;erkély
Iparkamara utca;4,6;4,9;nappali
Nyugati sor;6;2,7;konyha
Trinitárius utca;1,5;1,4;WC
Pitypang utca;3,5;3,7;mosókonyha
Gomba utca;3,7;2,9;dolgozószoba
Hortenzia utca;3,1;2,4;fürdőszoba
Fácán utca;2;1,5;erkély
Futrinka utca;3;2,8;háló
Kormorán utca;1,5;1;WC
Alkony utca;2,3;2,2;fürdőszoba
Temesvári körút;4,7;5,9;konyha
Küküllői utca;3,7;2,9;háló
Kádár utca;3,1;2,7;háló
Szentiváni dűlő;1,9;1,2;WC
Arad utca;1,3;1,3;WC
Arató utca;2;3,1;fürdőszoba
Vaskapu utca;3,1;4,2;háló
Kút utca;2,7;3,5;háló
Halasi utca;3,1;2,2;dolgozószoba
Bartók Béla út;2,2;3,9;háló
Görgény utca;2,3;3,3;háló
Lépesméz utca;2;1,8;erkély
Harmat utca;2,4;1,8;erkély
Almagyar köz;3,3;3,2;háló
Nagyszéki út;2,6;2,2;háló
Figyelőhalmi út;2;1,2;erkély
Aranypohár dűlő;3,1;2,5;konyha
Tyukod utca;1,6;1,1;kamra
Vadszőlő utca;3;3,2;háló
Körtvélyes utca;3,1;3,6;háló
Kalcit köz;2,7;3;háló
Bellegelői út;1,1;1,2;WC
Szilvásújfalvi utca;3,8;2,7;kamra
Szoboszlói út;3,1;2,9;háló
Marostorok utca;5,5;4;nappali
Papzug utca;3,8;4,4;konyha
Tóth Árpád utca;3,3;2,2;fürdőszoba
Mészöly Géza utca;1,6;1,3;kamra
Kékszőlő utca;1,5;2,5;gardrób
Erdészház utca;2,1;2,6;fürdőszoba
Gyimesi utca;1,2;1,9;WC
Nagy-Eged utca;1,3;1,9;WC
Ifjúság útja;1,6;1,5;kamra
Nagyhát utca;4,1;4,9;nappali
Vág utca;4,7;5,7;nappali
Dohánykert utca;5,9;5,4;nappali
Jázmin utca;4,5;4,8;nappali
Lomnici utca;2,9;3,7;fürdőszoba
Kálmos utca;3,1;3,5;háló
Lakatgyár utca;3,5;3,7;háló
Fogarasi utca;2,6;3,2;háló
Bondorhát utca;2,2;2,6;fürdőszoba
Teve utca;3,5;2,8;dolgozószoba
Almagyar köz;3,2;2,8;háló
Kormorán utca;1,5;1,4;WC
Görgény utca;3,5;3,3;háló
Vág utca;4,1;4,9;háló
Vadmálna utca;5;3,5;háló
Agyagos utca;2,1;3,9;fürdőszoba
Dáni utca;3,2;2,1;háló
Borbíró tér;3,8;3,7;gardrób
Tinódi Sebestyén tér;1,1;1,4;kamra
Föld utca;3,5;4,6;háló
Déri tér;2,7;4,3;háló
Dalos utca;4,3;4,2;nappali
Kisfaludy Sándor út;2;1,7;gardrób
Kőrösmező utca;2,2;1,2;erkély
Hungária utca;3,3;3,3;dolgozószoba
Ezüstfa utca;2,5;3,1;háló
Tóparti út;2,2;1,5;kamra
Felsőpércsi utca;3;3;fürdőszoba
Torma utca;1,1;1,1;WC
Merkúr utca;2,2;3,1;háló
Bodomi út;3,4;2;konyha
Balzsamfű utca;2,8;2,5;kamra
Pipóhegy utca;1,1;1,8;WC
Liliomkert utca;3,9;3,1;fürdőszoba
Nagyszéki út;3,7;3;konyha
Vándor köz;2,7;2,1;háló
Gyík utca;2,4;3,3;konyha
Orgona sor;3,1;3;háló
Keszi utca;1,6;3,9;kamra
Barackos utca;3,8;3,5;háló
Boldizsár utca;1,8;1,4;kamra
Verőszala utca;1,7;2,7;kamra
Szalonka utca;2,4;2,9;fürdőszoba
Szérűskert utca;2,6;4,2;háló
Palóc utca;4,3;4,7;háló
Kard utca;3,2;2,8;konyha
Csipkebogyó utca;2,2;2,1;erkély
Vajdahunyad utca;3,1;2,2;konyha
Kormorán utca;2,9;2,5;gardrób
Tükrösszív utca;2,5;3,4;kamra
Szék utca;2,8;2;háló
Bodomi út;4,6;4,8;nappali
Honvéd utca;2;3,7;konyha
Gyöp sor;0,9;1;kamra
Káka utca;2,9;3,9;fürdőszoba
Nagyszántó utca;4,4;4,2;fürdőszoba
Csákósor utca;2,4;1,9;gardrób
Harangos utca;4,1;3,4;háló
Kozma utca;3,5;3,6;konyha
Pék utca;2,3;3,6;háló
Bajza utca;3,1;2,1;háló
Görgey utca;3,5;3,3;dolgozószoba
Szélső sor;3,6;3,8;háló
Bordányi köz;3,8;3,8;háló
Sajó utca;4,3;3,3;háló
Csutorás utca;3,4;3,7;konyha
Köteles utca;2,7;3,2;háló
Vág utca;2,4;3,1;mosókonyha
Csobánka utca;2,9;3,6;háló
Tisza utca;3,3;2,1;konyha
Szőlő utca;2,1;2,2;gardrób
Szarvas tér;3,9;3,6;háló
Fonatos utca;4,5;4,5;konyha
Szegfűszeg utca;2,8;2,5;fürdőszoba
Ostoros utca;2;3,7;fürdőszoba
Törköly utca;2,8;3,8;mosókonyha
Budapesti út;3,3;3,7;fürdőszoba
Vértanú utca;2,5;3,2;háló
Faraktár utca;4,6;2,3;fürdőszoba
Koszorú utca;2,6;3,2;háló
Kard utca;4,8;4,1;fürdőszoba
Kincseshegy utca;3,1;3,2;háló
Vaszy Viktor tér;1,2;1,3;kamra
Basahalom utca;2,2;3,4;konyha
Szikigyakor utca;3,9;4;dolgozószoba
Trafó köz;1,2;1,8;WC
Kapisztrán út;3;2,2;fürdőszoba
Bodrog utca;4,2;3,4;háló
Keszeg utca;1,2;1,4;WC
Bartók Béla út;3,5;4,9;nappali
Unokakert utca;3,7;3,8;mosókonyha
Pesti utca;2,7;4;háló
Piac utca;2;1,3;erkély
Mészöly Géza utca;3;2,5;fürdőszoba
Ingovány utca;1,3;1,8;WC
Pécsi út;2,6;3,8;háló
Ráchegy utca;3,6;2,7;háló
Kinizsi utca;3,5;2,3;fürdőszoba
Fűtőház köz;2,9;2,9;háló
Cserép köz;2,1;2,8;fürdőszoba
Perczel Mór utca;2,6;4;háló
Bodomi út;3,8;3,2;háló
Victor Hugo utca;2,9;4,5;háló
Kormorán utca;4,6;2,8;háló
Macskási út;2,9;3,1;háló
Pitypang utca;4,7;3,9;fürdőszoba
Vigadó tér;3,4;4,3;háló
Hárs utca;3,9;4,9;fürdőszoba
Péchy utca;5,3;6,9;nappali
Ezüstfa utca;2,9;4,2;háló
Parittya utca;3,7;4,9;háló
Ajtony köz;3,1;3,5;háló
Mátyás király utca;2,4;3;mosókonyha
Lomnici utca;4,9;3,1;háló
Kormosalma utca;3;2,8;erkély
Tenkes köz;2;3,9;konyha
Dorozsma utca;3;2,1;háló
Sesztina utca;3,7;3,7;háló
Búcsú sor;2,9;2,2;fürdőszoba
Múzeum utca;6,8;4,2;nappali
Szélső sor;2,5;2,2;fürdőszoba
Kölcsey Ferenc utca;4,9;4,7;nappali
Föltámadás utca;2,5;3,4;fürdőszoba
Gyulafehérvári utca;1,7;1;kamra
Rosta köz;4,7;5,6;nappali
Szélpart utca;1,6;1,2;WC
Bartók Béla tér;1,8;1,4;kamra
Mátyás király utca;3,9;3,8;dolgozószoba
Medok utca;5;3,3;háló
8. utca;1,1;1,6;WC
Guti utca;3,6;4,1;háló
Gerle utca;3,7;2,5;háló
Szentiváni dűlő;1,6;2,1;kamra
Vajdahunyad utca;2,5;2,3;háló
Figyelőhalmi út;1,5;1,4;WC
Tisza utca;2,6;3,3;háló
Kartács utca;5;2,8;konyha
Déri tér;4,8;4;nappali
Limány köz;4,7;4,6;nappali
Borbolya utca;1,3;2;erkély
Guti utca;3,2;3,8;háló
Kinizsi utca;3,5;3,1;háló
Benczúr Gyula utca;2,1;3,7;gardrób
Vándor köz;1,6;2,3;gardrób
Kondoroskert utca;4;2,8;kamra
Hatvan utca;2,3;2,2;mosókonyha
Mocsár utca;3,9;4,8;nappali
Orgona sor;2,4;3,5;dolgozószoba
Petresi utca;1,3;1,4;WC
Vadkerti tér;3,3;2,1;mosókonyha
Tündérhegy utca;2,4;2,9;fürdőszoba
Petresi utca;2,4;2,1;háló
Küküllő utca;1,6;3,1;kamra
Libatop utca;2,9;2,2;fürdőszoba
Határőr utca;3;2,2;erkély
Krónikás utca;2,8;2,6;háló
Harmat utca;4,6;4,6;nappali
Vág utca;2,7;3,6;háló
Nemzetőr sor;2,5;2,5;háló
Vályogos utca;4,4;2,7;háló
Rétikanyar utca;3,8;5;nappali
Fonógyári út;4,9;6;nappali
Pinty utca;3,4;2,1;terasz
Felhő utca;2,4;3,4;fürdőszoba
Csurgó utca;2,5;3,8;kamra
Vajdahunyad utca;2,7;2,8;fürdőszoba
Lóding utca;1,1;1,3;WC
Szélpart utca;2;1,5;WC
Gyimesi utca;3,2;3,9;mosókonyha
Ipartelepi köz;2,2;2,2;háló
Zöldmező utca;2,5;2,6;dolgozószoba
Szélpart utca;3,5;2,1;konyha
Arató utca;3,1;4,4;háló
Mézeskard utca;4,9;4,6;háló
Bulcsú utca;5,4;3,7;nappali
Munkácsy Mihály utca;3,6;3,6;fürdőszoba
Porzó utca;3,6;2,4;gardrób
Ingovány utca;5;4,9;nappali
Galagonya utca;2,7;4,9;fürdőszoba
Petőfi tér;4;3,8;háló
Hajnalcsillag utca;1,9;2,8;erkély
Rövid köz;3,7;2,4;konyha
Dorogi utca;1,6;1,2;WC
Csobánka utca;2;3,2;háló
Keszeg utca;3,1;3,6;háló
Porcsin utca;2,6;2,9;fürdőszoba
Hegedű utca;3,9;4,5;nappali
Szérűskerti sor;4,6;4,2;háló
Bondorhát utca;3,2;3,6;háló
Makó utca;2,8;2,5;erkély
Toldás köz;1,7;1,9;WC
Petur utca;2,5;2,4;gardrób
Kékszőlő utca;5,5;3,9;nappali
Káka utca;3,6;3,7;dolgozószoba
Vécsey utca;2,2;2,4;terasz
Ady köz;2,8;2;fürdőszoba
Pisztácia utca;3,2;3,3;háló
Pemetefű utca;3,7;4,3;háló
Pinty utca;1,9;2,3;kamra
Vadszőlő utca;4,3;2,9;háló
Nagykőporos út;1,9;1,7;WC
József Attila sugárút;3,3;2,9;terasz
Ág utca;2,3;3;kamra
Pék utca;2,9;2,3;háló
Kapisztrán út;4,9;2;konyha
Koszorú utca;2;1,1;kamra
Teve utca;3,4;4,8;fürdőszoba
Veresgyűrű utca;3,8;3,5;háló
Berlini körút;3,3;2,5;terasz
Malajdok út;2,4;2,3;fürdőszoba
Harsona utca;2,1;2,8;gardrób
Gesztenyési út;1,7;1,1;WC
Téglaverő utca;2,7;2,5;háló
Szarvas tér;5,2;4,9;konyha
Kard utca;3,5;3,6;mosókonyha
Guti utca;4,8;4,7;nappali
Tisza utca;1,7;1,9;gardrób
Kard utca;3;3,7;kamra
Földibodza utca;3,7;3,7;háló
Nagyszéki út;3,4;2,9;háló
Józsakert utca;3,7;2,3;fürdőszoba
Bocskai utca;1,8;1,4;WC
Szikigyakor utca;2,8;3,7;háló
Rézöntő utca;2,5;2,1;fürdőszoba
Boldizsár utca;2,5;2,2;fürdőszoba
Kanális utca;1,7;1,7;kamra
Lóverseny utca;2,4;1,8;kamra
Körös utca;1;1,2;WC
Tas utca;3,9;3,9;nappali
Dáni utca;3,2;2,9;dolgozószoba
Csipkebogyó utca;3,6;3,9;fürdőszoba
Palóc utca;4,6;3,9;fürdőszoba
Felsőpércsi utca;2,1;2,4;háló
Mályva utca;5,5;6,3;nappali
Vigadó tér;4,8;5,2;nappali
Mályva utca;2,5;2,3;erkély
Hegedű utca;0,8;0,8;kamra
Verseci utca;2,6;3,4;háló
Széna tér;3,2;3,8;konyha
Fürtös köz;2,3;2,4;fürdőszoba
Zsurló utca;3,6;2,4;háló
Hungária utca;2,9;2,5;kamra
Késmárk utca;4,5;4;nappali
Kubikos utca;3,4;2,7;dolgozószoba
Kisbánya utca;3;2,3;fürdőszoba
Marostorok utca;2,7;3,1;dolgozószoba
Szoboszlói út;2,3;4,4;konyha
Dandár utca;2,9;4,2;háló
Fürtös köz;0,8;1;kamra
Bocskai utca;4,1;2,4;fürdőszoba
Olasz utca;2,2;2,2;erkély
Szeremlei utca;1,1;2;erkély
Pesti utca;4,9;4,4;háló
Zsolnai utca;2,1;1,8;erkély
Hatvan utca;4;3,4;fürdőszoba
Jávorka utca;3,7;1,9;kamra
István király tér;5;6;konyha
Guti utca;1,2;1,6;kamra
Cserép köz;2,7;3,6;háló
Madárkút utca;2;3,5;terasz
Liliomkert utca;2,1;2,8;dolgozószoba
Rózsamajor köz;4,9;4,7;nappali
Mozsár utca;4,1;2,7;háló
Pasztinák köz;3,1;4;konyha
Kard utca;2,9;5;háló
Síp utca;2,6;2,1;erkély
Tóparti út;4;4,5;háló
